account_id,user_id,account_type,balance_krw,monthly_contribution_krw,risky_asset_ratio,safe_asset_ratio,cash_ratio,trailing_12m_return_pct,return_period_end,data_kind,source_ids
ACC000695,USR00388,PENSION_SAVINGS_FUND,1220000,140000,0.2123416167763561,0.33490737861387543,0.45275100460976847,40.73,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000696,USR00389,DC,19930000,1050000,0.16523303814414603,0.593861167038883,0.24090579481697094,6.61,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000697,USR00389,IRP,5500000,240000,0.40511820624181955,0.5366037354887532,0.05827805826942728,10.42,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000698,USR00390,DC,41500000,1150000,0.07436614855861008,0.665935106154129,0.2596987452872609,1.98,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000699,USR00390,IRP,5010000,300000,0.3972339326881464,0.4560777879947492,0.1466882793171044,5.35,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000700,USR00391,DC,10740000,400000,0.27482209745342684,0.655810674876612,0.06936722766996117,13.59,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000701,USR00391,IRP,100000,100000,0.1759727410599462,0.20892967192545242,0.6150975870146014,1.39,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000702,USR00392,DC,135460000,1130000,0.19576391493456544,0.7726796894197207,0.03155639564571384,0.64,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000703,USR00392,IRP,14530000,270000,0.4286794984017685,0.5467708001866479,0.024549701411583504,12.39,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000704,USR00392,PENSION_SAVINGS_FUND,1610000,430000,0.32384938829764404,0.6472448188264375,0.02890579287591844,20.13,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000705,USR00393,DC,47960000,540000,0.3535887469866937,0.62028758876526,0.026123664248046304,16.09,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000706,USR00393,IRP,4370000,140000,0.48471920084685366,0.47602771569202,0.039253083461126256,8.39,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000707,USR00393,PENSION_SAVINGS_FUND,1880000,310000,0.4389285263634291,0.5400370555653462,0.021034418071224765,28.08,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000708,USR00394,DC,64750000,960000,0.046759533506220564,0.703361404173223,0.24987906232055646,13.61,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000709,USR00395,DC,5010000,260000,0.08549919791083031,0.6240338054344087,0.29046699665476106,6.52,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000710,USR00395,PENSION_SAVINGS_FUND,610000,170000,0.6652411491394639,0.20542352635594602,0.12933532450459012,8.78,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000711,USR00396,DC,9560000,600000,0.3747173434045326,0.5479071522746227,0.07737550432084475,18.15,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000712,USR00396,IRP,29450000,240000,0.3005760633890566,0.17714076343684293,0.5222831731741004,9.84,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000713,USR00396,PENSION_SAVINGS_FUND,10640000,300000,0.15739240304955432,0.34732040147057813,0.4952871954798675,37.09,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000714,USR00397,IRP,14410000,290000,0.602856890902508,0.36181699592587085,0.03532611317162111,2.47,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000715,USR00397,PENSION_SAVINGS_FUND,5820000,1230000,0.6734409997520338,0.28254377389216123,0.04401522635580504,31.99,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000716,USR00398,DC,10750000,460000,0.07314495494937427,0.733812373072426,0.19304267197819985,15.22,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000717,USR00399,DC,86430000,650000,0.18898641600400712,0.5574940557197174,0.25351952827627544,16.4,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000718,USR00399,PENSION_SAVINGS_FUND,32400000,180000,0.3144214608067558,0.557276810548831,0.12830172864441314,22.41,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000719,USR00400,IRP,21870000,260000,0.2036170548402894,0.2399856561159215,0.5563972890437892,3.36,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000720,USR00400,PENSION_SAVINGS_FUND,4870000,460000,0.13861630008148282,0.33592653428798425,0.5254571656305329,7.44,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000721,USR00401,DC,59950000,380000,0.055968737337574674,0.7114071469143373,0.232624115748088,7.65,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000722,USR00401,PENSION_SAVINGS_FUND,7140000,230000,0.3369402203244545,0.5752315079642444,0.0878282717113011,39.93,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000723,USR00402,DC,138900000,460000,0.3385650966016876,0.6416018031081128,0.019833100290199683,12.78,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000724,USR00402,IRP,16460000,340000,0.24320115558809857,0.725994489475813,0.030804354936088303,15.17,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000725,USR00403,DC,60390000,910000,0.7,0.2684437790235474,0.031556220976452644,25.81,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000726,USR00403,IRP,83250000,180000,0.6769809317706453,0.3127482127533211,0.010270855476033595,13.55,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000727,USR00404,DC,18370000,660000,0.020791620153378085,0.818648223542471,0.16056015630415083,18.41,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000728,USR00405,DC,105050000,500000,0.0933640484609741,0.7101740862141304,0.19646186532489557,4.51,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000729,USR00406,IRP,33980000,190000,0.5397648529777461,0.4351573340241645,0.02507781299808936,12.58,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000730,USR00406,PENSION_SAVINGS_FUND,15730000,180000,0.4954241970351064,0.4661481429402271,0.038427660024666584,29.09,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000731,USR00407,IRP,27750000,210000,0.10613443807722393,0.20494263314261296,0.6889229287801631,4.03,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000732,USR00407,PENSION_SAVINGS_FUND,4390000,1660000,0.16214821002132734,0.3778769552409356,0.459974834737737,28.06,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000733,USR00408,DC,14190000,310000,0.0377939599712579,0.7793368863692992,0.18286915365944292,9.28,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000734,USR00409,DC,3820000,250000,0.13604801242762687,0.673536723407688,0.19041526416468513,13.48,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000735,USR00410,DC,157750000,1110000,0.09027208464100892,0.7771820840904415,0.13254583126854955,8.48,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000736,USR00411,DC,30080000,760000,0.09225208578261912,0.6294932547667678,0.2782546594506132,14.19,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000737,USR00412,IRP,45370000,320000,0.385421241316416,0.5931889722209432,0.021389786462640746,15.97,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000738,USR00412,PENSION_SAVINGS_FUND,2830000,350000,0.30486613296109605,0.6664085722122958,0.02872529482660819,29.41,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000739,USR00413,PENSION_SAVINGS_FUND,5980000,300000,0.1323302384059903,0.18295595238189755,0.6847138092121121,34.09,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000740,USR00414,PENSION_SAVINGS_FUND,6660000,170000,0.06855384040657973,0.42031034319943195,0.5111358163939883,38.9,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000741,USR00415,DC,37930000,410000,0.553435752508667,0.41222551940070334,0.03433872809062969,17.41,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000742,USR00415,IRP,123650000,160000,0.25048930458030605,0.7334543951642909,0.016056300255403066,5.79,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000743,USR00415,PENSION_SAVINGS_FUND,19740000,420000,0.471684035446411,0.4804151074071891,0.047900857146399876,36.81,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000744,USR00416,IRP,10970000,610000,0.31679504586227814,0.670821954317164,0.012382999820557941,7.53,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000745,USR00416,PENSION_SAVINGS_FUND,14070000,850000,0.36939841159162795,0.5971674163377512,0.03343417207062083,19.41,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000746,USR00417,PENSION_SAVINGS_FUND,4840000,660000,0.16497907801440836,0.3824498046068077,0.4525711173787839,10.31,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000747,USR00418,DC,38710000,1090000,0.06033225759839343,0.7378193213464354,0.20184842105517117,3.6,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000748,USR00418,IRP,58350000,240000,0.31840860276824623,0.5633472271084405,0.1182441701233132,4.73,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000749,USR00419,DC,15990000,610000,0.39911245247999505,0.5848737664261523,0.016013781093852687,7.98,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000750,USR00419,IRP,80970000,90000,0.518754020251814,0.4664335500621487,0.014812429686037217,11.77,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000751,USR00419,PENSION_SAVINGS_FUND,2910000,300000,0.34089355034534125,0.6409617701267047,0.018144679527954097,15.33,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000752,USR00420,PENSION_SAVINGS_FUND,10090000,370000,0.27174809411583145,0.08759204461156989,0.6406598612725987,9.03,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000753,USR00421,DC,5290000,380000,0.5130726453962035,0.44523832993641593,0.0416890246673806,11.3,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000754,USR00421,IRP,29100000,360000,0.603590883055962,0.3730752954603267,0.023333821483711326,23.62,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000755,USR00421,PENSION_SAVINGS_FUND,6400000,190000,0.4178046830921456,0.5418395988043094,0.040355718103545,53.59,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000756,USR00422,DC,27060000,430000,0.6245878636940069,0.3345943311783691,0.040817805127624035,26.66,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000757,USR00422,IRP,37040000,250000,0.7,0.2737192402639116,0.026280759736088448,21.09,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000758,USR00423,IRP,7800000,250000,0.671017175475171,0.31153403403675606,0.017448790488072935,15.31,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000759,USR00423,PENSION_SAVINGS_FUND,3770000,150000,0.724768893318156,0.23570720848495852,0.0395238981968855,32.41,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000760,USR00424,IRP,15540000,470000,0.1888669076601233,0.26452514198323773,0.546607950356639,2.77,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000761,USR00425,IRP,7610000,120000,0.09702579076320465,0.2914103256702748,0.6115638835665206,2.57,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000762,USR00425,PENSION_SAVINGS_FUND,21890000,160000,0.19310778536239684,0.31704753948783676,0.48984467514976643,18.68,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000763,USR00426,DC,10570000,670000,0.08507709749987541,0.6489474337485353,0.2659754687515894,2.26,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000764,USR00426,PENSION_SAVINGS_FUND,1160000,210000,0.7602688936050865,0.14923642743205137,0.09049467896286209,37.8,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000765,USR00427,DC,83020000,450000,0.14337833633944358,0.5570004031365544,0.29962126052400195,8.78,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000766,USR00428,DC,38270000,590000,0.09104162980599272,0.7642989767837671,0.1446593934102402,5.25,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000767,USR00428,IRP,206010000,290000,0.4983618702951189,0.40375165212790454,0.09788647757697652,18.01,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000768,USR00429,DC,31860000,560000,0.25124860980417846,0.5165722692553292,0.23217912094049237,16.09,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000769,USR00430,DC,256950000,360000,0.3182987607986716,0.6677060512471509,0.01399518795417758,7.19,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000770,USR00430,IRP,8120000,300000,0.46500202355164877,0.49877997618563336,0.036218000262717855,16.34,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000771,USR00431,DC,3160000,400000,0.7,0.286720007336662,0.01327999266333809,22.79,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000772,USR00431,IRP,2670000,200000,0.7,0.27512948005513194,0.024870519944868105,22.74,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000773,USR00431,PENSION_SAVINGS_FUND,40000,290000,0.8583218972199257,0.12806508693856675,0.013613015841507554,26.18,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000774,USR00432,DC,25320000,420000,0.12871479851603976,0.6457937834311375,0.2254914180528228,7.09,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000775,USR00433,DC,60420000,500000,0.02433474445526094,0.7001001756144906,0.2755650799302485,15.02,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000776,USR00434,IRP,7760000,200000,0.09379402524519873,0.2909715157388595,0.6152344590159418,-7.22,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000777,USR00434,PENSION_SAVINGS_FUND,5440000,220000,0.034363975669816804,0.42802544817337607,0.5376105761568071,14.12,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000778,USR00435,DC,28950000,490000,0.08730393726643956,0.7079254223081597,0.20477064042540072,5.94,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000779,USR00435,IRP,14480000,190000,0.48732242169605994,0.4319368914322277,0.0807406868717124,7.61,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000780,USR00435,PENSION_SAVINGS_FUND,13560000,330000,0.45406362437949,0.4425244114068534,0.10341196421365664,21.56,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000781,USR00436,IRP,1900000,340000,0.08827505506564698,0.30972390281815265,0.6020010421162003,0.37,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000782,USR00437,PENSION_SAVINGS_FUND,2680000,180000,0.21101060064604155,0.2787514218692332,0.5102379774847253,29.16,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000783,USR00438,DC,15670000,470000,0.30692311731516647,0.6363899412514499,0.056686941433383646,11.97,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000784,USR00438,IRP,54950000,170000,0.13789250513179258,0.3744698789548462,0.4876376159133613,10.04,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000785,USR00438,PENSION_SAVINGS_FUND,146050000,320000,0.19599352743528986,0.1322905815243688,0.6717158910403414,27.62,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000786,USR00439,DC,1510000,830000,0.13656142830612084,0.680889375996248,0.18254919569763112,-1.3,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000787,USR00439,IRP,1130000,70000,0.31893846957537775,0.5655961163078883,0.11546541411673394,9.86,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000788,USR00440,DC,12300000,490000,0.17290932037134435,0.5808601613140302,0.2462305183146255,13.03,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000789,USR00440,IRP,117790000,360000,0.44561214971497043,0.439247431812067,0.1151404184729626,15.6,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000790,USR00441,DC,3620000,260000,0.4355511685109279,0.5457861682965002,0.018662663192571885,2.26,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000791,USR00441,IRP,2800000,180000,0.46167018293862155,0.5005467935767877,0.03778302348459068,15.37,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000792,USR00441,PENSION_SAVINGS_FUND,290000,200000,0.775809075908785,0.17560379573027374,0.04858712836094127,48.46,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000793,USR00442,DC,43380000,420000,0.2354479130571402,0.6066733628443124,0.15787872409854736,9.52,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000794,USR00442,IRP,7560000,180000,0.31854126775198266,0.5457652983553061,0.13569343389271124,4.92,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000795,USR00443,DC,12880000,1140000,0.09099038604903326,0.7692718752364026,0.13973773871456405,18.68,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000796,USR00443,IRP,3740000,600000,0.38022338280853507,0.5337342736727728,0.08604234351869217,5.91,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000797,USR00444,DC,13860000,500000,0.32637390492914947,0.6546093265277265,0.019016768543124098,12.24,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000798,USR00444,IRP,12080000,190000,0.48433710623379866,0.48939259443230065,0.026270299333900696,3.69,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000799,USR00444,PENSION_SAVINGS_FUND,5610000,480000,0.7107280855278092,0.2498039584521716,0.0394679560200192,-0.12,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000800,USR00445,DC,25730000,360000,0.07212391093128563,0.7132099608480529,0.2146661282206614,-8.98,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000801,USR00446,DC,3360000,140000,0.12874408920720565,0.6769165080245899,0.1943394027682045,-0.1,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000802,USR00447,DC,6390000,480000,0.3207456672511407,0.6579356907627113,0.021318641986148124,9.18,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000803,USR00447,IRP,2370000,260000,0.5424112345481872,0.43753739103214373,0.020051374419669095,-4.64,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000804,USR00448,DC,2740000,380000,0.2142061648582574,0.7545560031010027,0.031237832040739967,4.99,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000805,USR00448,IRP,12040000,350000,0.4442590860861763,0.5316671002217295,0.02407381369209419,15.97,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000806,USR00448,PENSION_SAVINGS_FUND,15480000,580000,0.46766298222074704,0.48481313167877554,0.04752388610047747,14.7,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000807,USR00449,PENSION_SAVINGS_FUND,6120000,320000,0.2031687155773951,0.1368721159933347,0.6599591684292702,37.22,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000808,USR00450,DC,1640000,310000,0.7,0.2501349313276129,0.049865068672387165,14.1,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000809,USR00450,IRP,880000,150000,0.7,0.2699979744722158,0.03000202552778425,16.91,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000810,USR00450,PENSION_SAVINGS_FUND,1970000,170000,0.8665918078055591,0.09517483362018868,0.03823335857425221,50.42,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000811,USR00451,DC,43770000,990000,0.3034748272017861,0.668762967940349,0.02776220485786496,11.61,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000812,USR00451,IRP,55050000,130000,0.3459612821069365,0.6085678114492709,0.045470906443792744,8.68,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000813,USR00451,PENSION_SAVINGS_FUND,6870000,140000,0.577632980600423,0.4063653664014174,0.016001652998159574,26.98,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000814,USR00452,DC,23230000,980000,0.28893710911146697,0.6900134523245339,0.021049438563999108,11.91,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000815,USR00452,PENSION_SAVINGS_FUND,2960000,400000,0.17199903790607302,0.8177175041295052,0.010283457964421894,52.62,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000816,USR00453,DC,30300000,1660000,0.0614417408172659,0.8093497569699344,0.12920850221279967,4.88,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000817,USR00454,PENSION_SAVINGS_FUND,910000,390000,0.24682868570181343,0.12587317881377802,0.6272981354844086,27.55,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000818,USR00455,DC,14060000,850000,0.5520533485456608,0.43732366917521137,0.010622982279127821,9.92,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000819,USR00455,IRP,9570000,390000,0.22707127886128725,0.7433144912199457,0.029614229918767047,15.93,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000820,USR00455,PENSION_SAVINGS_FUND,10390000,330000,0.7227937570445289,0.2644803229051784,0.012725920050292744,44.09,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
ACC000821,USR00456,DC,77090000,890000,0.09326510075647089,0.7723545348258132,0.1343803644177159,10.5,2025-12-31,MOCK,KIRI_2025_20|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000822,USR00456,IRP,29160000,270000,0.36780750686313446,0.5402438448009497,0.09194864833591584,4.75,2025-12-31,MOCK,KOSTAT_RETIREMENT_2024|MOEL_FSS_RETIREMENT_2025|ASSUMPTION_V1
ACC000823,USR00456,PENSION_SAVINGS_FUND,970000,440000,0.6149893621859409,0.24479572791217807,0.140214909901881,28.63,2025-12-31,MOCK,FSC_FSS_PSA_2025|ASSUMPTION_V1
